id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
171924,Sudan,SDN,13.681761999999997,23.6189222,"[13.681761999999997, 23.6189222]",Recommended figure,Conflict,approximately,5000,2024-12-14,2024-12-12,2024-12-14,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-kebkabiya-kebkabiya-town-north-darfur-update-002?e=b699c75958,"Central Darfur, Sudan; Kebkabiya, Kabkabiya, North Darfur State, Sudan; Saraf `Umrah, Kabkabiya, North Darfur State, Sudan; Sherifa, Kutum, North Darfur State, Sudan; Tina, Kutum, North Darfur State, Sudan","12.12268, 23.34705; 13.65032, 24.09025; 13.47296, 23.303511; 14.14514, 24.535231; 15.01771, 22.818569",State/Region/Province (ADM1); County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3),Destination; Origin and destination; Destination; Destination; Destination,Displacement without preventive evacuations reported,2024-12-16T11:22:28.316248Z,"Sudan: 5,000 displacements, 12 December - 14 December. Approximately 1000 households were displaced due to non-international armed conflict (niac) between 12 and 14 December from Kebkabiya to Saraf `Umrah, Tina, Sherifa and Central Darfur, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-kebkabiya-kebkabiya-town-north-darfur-update-002?e=b699c75958,Conflict
171908,Sudan,SDN,12.19327,24.841841,"[12.19327, 24.841841]",Recommended figure,Conflict,approximately,375,2024-12-11,2024-12-10,2024-12-11,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-nyala-janoub-nyala-town-south-darfur-update-019?e=b699c75958,"Nyala, South Darfur State, Sudan","12.19327, 24.841841",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2024-12-16T10:57:33.601287Z,"Sudan: 375 displacements, 10 December - 11 December. A total of 75 households were displaced due to non-international armed conflict (niac) on 10 and 11 December in Nyala, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-nyala-janoub-nyala-town-south-darfur-update-019?e=b699c75958,Conflict
171518,Sudan,SDN,13.568845,25.1083955,"[13.568845, 25.1083955]",Recommended figure,Conflict,approximately,300,2024-12-11,2024-12-10,2024-12-11,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-064?e=b699c75958,"Al-Fashir, Al Fasher, North Darfur State, Sudan; Tawilah, Al Fasher, North Darfur State, Sudan","13.62382, 25.35556; 13.51387, 24.861231",County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3),Origin; Destination,Displacement without preventive evacuations reported,2024-12-12T14:24:15.206366Z,"Sudan: 300 displacements, 10 December - 11 December. Approximately 60 households were displaced due to non-international armed conflict (niac) on 10 December in Al Fasher, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-064?e=b699c75958,Conflict
171915,Sudan,SDN,11.11512,33.699589,"[11.11512, 33.699589]",Recommended figure,Conflict,approximately,11575,2024-12-10,2024-12-10,2024-12-10,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-baw-wad-abok-town-blue-nile-update-001?e=b699c75958,"Baw, Blue Nile State, Sudan","11.11512, 33.699589",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2024-12-16T11:04:27.981734Z,"Sudan: 11,575 displacements, 10 December - 10 December. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 2315 households were displaced in Baw due to non-international armed conflict (niac) on 10 December",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-baw-wad-abok-town-blue-nile-update-001?e=b699c75958,Conflict
171293,Sudan,SDN,15.84944,25.504379,"[15.84944, 25.504379]",Recommended figure,Conflict,approximately,16145,2024-12-10,2024-12-09,2024-12-10,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-koma-al-koma-town-north-darfur-update-005?e=b699c75958,"North Darfur State, Sudan","15.84944, 25.504379",State/Region/Province (ADM1),Origin and destination,Displacement without preventive evacuations reported,2024-12-11T11:21:13.410417Z,"Sudan: 16,145 displacements, 09 December - 10 December. Non-international armed conflict (niac) resulted in approximately 3229 households being displaced in North Darfur State on 9 December, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-koma-al-koma-town-north-darfur-update-005?e=b699c75958,Conflict
171195,Sudan,SDN,13.19407,31.284651,"[13.19407, 31.284651]",Recommended figure,Conflict,approximately,1785,2024-12-08,2024-12-08,2024-12-08,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-um-rawaba-abu-gawi-and-um-khairin-villages-north-kordofan-update-006?e=b699c75958,"أم روابة, North Kordofan State, Sudan","13.19407, 31.284651",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2024-12-10T09:44:40.266475Z,"Sudan: 1,785 displacements, 08 December - 08 December. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 357 households were displaced in Um Rawaba due to non-international armed conflict (niac) on 8 December",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-um-rawaba-abu-gawi-and-um-khairin-villages-north-kordofan-update-006?e=b699c75958,Conflict
171284,Sudan,SDN,15.84944,25.504379,"[15.84944, 25.504379]",Recommended figure,Conflict,approximately,1230,2024-12-07,2024-12-07,2024-12-07,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-koma-al-koma-town-north-darfur-update-004?e=b699c75958,"North Darfur State, Sudan","15.84944, 25.504379",State/Region/Province (ADM1),Origin and destination,Displacement without preventive evacuations reported,2024-12-11T07:19:19.775045Z,"Sudan: 1,230 displacements, 07 December - 07 December. Non-international armed conflict (NIAC) resulted in approximately 246 households being displaced in Al Koma, North Darfur on 7 December, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-koma-al-koma-town-north-darfur-update-004?e=b699c75958,Conflict
171285,Sudan,SDN,13.00903,31.86607,"[13.00903, 31.86607]",Recommended figure,Conflict,approximately,825,2024-12-07,2024-12-07,2024-12-07,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-tendalti-rejil-zaghawa-village-white-nile-update-001?e=b699c75958,"Tandalti, Kosti, White Nile State, Sudan","13.00903, 31.86607",County/City/town/Village/Woreda (ADM3),Origin and destination,Displacement without preventive evacuations reported,2024-12-11T08:37:08.324371Z,"Sudan: 825 displacements, 07 December - 07 December. Approximately 165 households were displaced due to non-international armed conflict (niac) on 7 December in Tandalti, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-tendalti-rejil-zaghawa-village-white-nile-update-001?e=b699c75958,Conflict
171283,Sudan,SDN,14.579284999999999,25.511015,"[14.579284999999999, 25.511015]",Recommended figure,Conflict,approximately,3695,2024-12-07,2024-12-06,2024-12-07,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-zamzam-idp-camp-north-darfur-update-063?e=b699c75958,"Al Fasher, North Darfur State, Sudan; North Darfur State, Sudan","13.30913, 25.517651; 15.84944, 25.504379",District/Zone/Department (ADM2); State/Region/Province (ADM1),Origin; Destination,Displacement without preventive evacuations reported,2024-12-11T07:15:31.262668Z,"Sudan: 3,695 displacements, 06 December - 07 December. Non-international armed conflict (NIAC) resulted in approximately 739 households being displaced in Al Fasher, North Darfur on 6 and 7 December, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-zamzam-idp-camp-north-darfur-update-063?e=b699c75958,Conflict
171290,Sudan,SDN,13.36749,22.89168,"[13.36749, 22.89168]",Recommended figure,Conflict,approximately,360,2024-12-06,2024-12-06,2024-12-06,2024,28467,Sudan: Communal violence - West Darfur (Kereneik) - 06/12/2024,,,2024-12-06,2024-12-06,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-inter-communal-conflict-in-kereneik-ardiba-village-west-darfur-update-001?e=b699c75958,"Al Kuraynik, West Darfur State, Sudan","13.36749, 22.89168",County/City/town/Village/Woreda (ADM3),Origin and destination,Displacement without preventive evacuations reported,2024-12-11T10:57:25.667694Z,"Sudan: 360 displacements, 06 December - 06 December. Approximately 72 households were displaced due to communal violence on 6 December in Al Kuraynik, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-inter-communal-conflict-in-kereneik-ardiba-village-west-darfur-update-001?e=b699c75958,Conflict
171282,Sudan,SDN,13.19407,31.284651,"[13.19407, 31.284651]",Recommended figure,Conflict,approximately,765,2024-12-04,2024-12-04,2024-12-04,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-um-rawaba-um-rawaba-town-north-kordofan-update-005?e=b699c75958,"أم روابة, North Kordofan State, Sudan","13.19407, 31.284651",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2024-12-11T07:10:08.413061Z,"Sudan: 765 displacements, 04 December - 04 December. Non-international armed conflict (NIAC) resulted in approximately 153 households being displaced in Um Rawaba, North Kordofan on 4 December, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-um-rawaba-um-rawaba-town-north-kordofan-update-005?e=b699c75958,Conflict
171281,Sudan,SDN,13.30913,25.517651,"[13.30913, 25.517651]",Recommended figure,Conflict,approximately,2140,2024-12-03,2024-12-03,2024-12-03,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-zamzam-idp-camp-north-darfur-update-062?e=b699c75958,"Al Fasher, North Darfur State, Sudan","13.30913, 25.517651",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2024-12-11T07:05:37.129968Z,"Sudan: 2,140 displacements, 03 December - 03 December. Non-international armed conflict (NIAC) resulted in approximately 428 households being displaced in Al Fasher, North Darfur on 3 December, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-zamzam-idp-camp-north-darfur-update-062?e=b699c75958,Conflict
170680,Sudan,SDN,13.55127,32.44331,"[13.55127, 32.44331]",Recommended figure,Conflict,approximately,16095,2024-12-03,2024-12-02,2024-12-03,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-aj-jabalain-altboon-village-white-nile-update-001?e=b699c75958,"Ad Douiem, White Nile State, Sudan; Al Jabalian, White Nile State, Sudan","14.19321, 31.892811; 12.90933, 32.993809",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Origin,Displacement without preventive evacuations reported,2024-12-05T14:03:56.257279Z,"Sudan: 16,095 displacements, 02 December - 03 December. Non-international armed conflict (niac) resulted in approximately 3219 households being displaced in Al Jabalian, Ad Douiem on 2 December, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-aj-jabalain-altboon-village-white-nile-update-001?e=b699c75958,Conflict
171280,Sudan,SDN,13.30913,25.517651,"[13.30913, 25.517651]",Recommended figure,Conflict,approximately,420,2024-12-02,2024-12-01,2024-12-02,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-zamzam-idp-camp-north-darfur-update-061?e=b699c75958,"Al Fasher, North Darfur State, Sudan","13.30913, 25.517651",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2024-12-11T06:59:09.080653Z,"Sudan: 420 displacements, 01 December - 02 December. Non-international armed conflict (NIAC) resulted in approximately 84 households being displaced in Al Fasher, North Darfur on 1 and 2 December, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-zamzam-idp-camp-north-darfur-update-061?e=b699c75958,Conflict
170341,Sudan,SDN,20.0,36.0,"[20, 36]",Recommended figure,Disaster,total,1000,2024-11-30,2024-11-29,2024-11-30,2024,28356,Sudan: Flood - Red Sea (Agig) - 29/11/2024,,,2024-11-29,2024-11-30,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-rain-and-flooding-in-agig-locality-red-sea-update-003?e=b699c75958,"Red Sea State, Sudan","20, 36",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-12-03T12:42:47.205992Z,"Sudan: 1,000 displacements, 29 November - 30 November. A total of 200 households were displaced due to flood on 29 November in Red Sea State, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-rain-and-flooding-in-agig-locality-red-sea-update-003?e=b699c75958,Flood
